open,close,volume,adj close,Day
"18,17499924","18,90500069","2750582,00","18,27375603","0,7300014496"
"18,94000053","19,38500023","2536729,00","18,73772812","0,4449996948"
"19,37999916","19,63500023","3261137,00","18,97937965","0,2550010681"
